+ . /home/htang2/toolchain-20251006/toolchain.rc
++ ROOT=/home/htang2/toolchain-20251006
++ export PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
++ LD_LIBRARY_PATH=/home/htang2/toolchain-20251006/lib:/home/htang2/toolchain-20251006/lib64:/home/htang2/toolchain-20251006/opt/cuda/lib:/home/htang2/toolchain-20251006/opt/cuda/lib64:/home/htang2/toolchain-20251006/opt/cuda/extras/CUPTI/lib64:
+ source /home/s2283874/ssast/venvssast/bin/activate
++ deactivate nondestructive
++ '[' -n '' ']'
++ '[' -n '' ']'
++ hash -r
++ '[' -n '' ']'
++ unset VIRTUAL_ENV
++ unset VIRTUAL_ENV_PROMPT
++ '[' '!' nondestructive = nondestructive ']'
++ '[' linux-gnu = cygwin ']'
++ '[' linux-gnu = msys ']'
++ export VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ VIRTUAL_ENV=/home/s2283874/ssast/venvssast
++ _OLD_VIRTUAL_PATH=/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ PATH=/home/s2283874/ssast/venvssast/bin:/home/htang2/toolchain-20251006/bin:/home/htang2/toolchain-20251006/opt/cuda/bin:/usr/games:/usr/local/games:/usr/bin:/usr/sbin:/usr/local/bin:/usr/local/sbin
++ export PATH
++ '[' -n '' ']'
++ '[' -z '' ']'
++ _OLD_VIRTUAL_PS1=
++ PS1='(venvssast) '
++ export PS1
++ VIRTUAL_ENV_PROMPT='(venvssast) '
++ export VIRTUAL_ENV_PROMPT
++ hash -r
+ export TORCH_HOME=../../pretrained_models
+ TORCH_HOME=../../pretrained_models
+ mkdir exp
mkdir: cannot create directory ‘exp’: File exists
+ mkdir slurm_log
mkdir: cannot create directory ‘slurm_log’: File exists
+ librispeech360_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360
+ librispeech100_dir=/home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-100
+ '[' '!' -d /home/s2283874/../../disk/scratch/s2283874/librispeech/train-clean-360 ']'
+ mkdir -p /home/s2283874/../../disk/scratch/s2283874/librispeech/
+ echo 'LibriSpeech directory not found. Extracting archive...'
LibriSpeech directory not found. Extracting archive...
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-360.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-360/4238/12895/4238-12895-0043.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/126336/480-126336-0012.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/480/123176/480-123176-0037.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/2790/142824/2790-142824-0058.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/543/133217/543-133217.trans.txt: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3009/10327/3009-10327-0088.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/3370/163384/3370-163384-0018.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-360/5723/43306/5723-43306-0013.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ tar -xzf /home/s2283874/ssast/src/prep_data/librispeech/train-clean-100.tar.gz -C /home/s2283874/../../disk/scratch/s2283874/librispeech/
tar: LibriSpeech/train-clean-100/2514/149482/2514-149482-0097.flac: Cannot open: File exists
tar: LibriSpeech/train-clean-100/4859/29340/4859-29340-0025.flac: Cannot open: File exists
tar: Exiting with failure status due to previous errors
+ json_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json
+ json_test_file=/home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut.json ']'
+ '[' '!' -f /home/s2283874/../../disk/scratch/s2283874/librispeech/librispeech_tr360_cut_test.json ']'
+ echo 'JSON file not found. Running prep_librispeech.py...'
JSON file not found. Running prep_librispeech.py...
+ python /home/s2283874/ssast/src/prep_data/librispeech/prep_librispeech.py
find 1k .wav files, time eclipse: 0.0 seconds.
Epoch: [59][1450/1625]	Per Sample Total Time 0.00475	Per Sample Data Time 0.00111	Per Sample DNN Time 0.00364	Train Loss 6.3940	
   >> MPG: 0.035, MPC: 2.234, MPMHB: 2.209
Epoch: [59][1550/1625]	Per Sample Total Time 0.00463	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00367	Train Loss 6.3717	
   >> MPG: 0.036, MPC: 2.195, MPMHB: 2.215
2026-01-28 23:03:55.380901
Epoch: [60][25/1625]	Per Sample Total Time 0.00458	Per Sample Data Time 0.00089	Per Sample DNN Time 0.00369	Train Loss 6.2694	
   >> MPG: 0.033, MPC: 2.283, MPMHB: 2.144
---------------- step 96000 evaluation ----------------
masked acc train: 0.467656
nce loss train: 6.439036
masked acc eval: 0.480421
nce loss eval: 0.038089
# 121, step 95200-96000, lr: 2.441406e-07
# 121, step 95200-96000, training time: 65.225
---------------- evaluation finished ----------------
Epoch: [60][125/1625]	Per Sample Total Time 0.48304	Per Sample Data Time 0.47947	Per Sample DNN Time 0.00357	Train Loss 6.4722	
   >> MPG: 0.038, MPC: 2.132, MPMHB: 2.235
Epoch: [60][225/1625]	Per Sample Total Time 0.00877	Per Sample Data Time 0.00494	Per Sample DNN Time 0.00383	Train Loss 6.4004	
   >> MPG: 0.034, MPC: 2.449, MPMHB: 2.107
Epoch: [60][325/1625]	Per Sample Total Time 0.00638	Per Sample Data Time 0.00258	Per Sample DNN Time 0.00381	Train Loss 6.6068	
   >> MPG: 0.037, MPC: 2.280, MPMHB: 2.266
Epoch: [60][425/1625]	Per Sample Total Time 0.00558	Per Sample Data Time 0.00179	Per Sample DNN Time 0.00379	Train Loss 6.4211	
   >> MPG: 0.036, MPC: 2.208, MPMHB: 2.219
Epoch: [60][525/1625]	Per Sample Total Time 0.00516	Per Sample Data Time 0.00139	Per Sample DNN Time 0.00377	Train Loss 6.2846	
   >> MPG: 0.035, MPC: 2.071, MPMHB: 2.277
Epoch: [60][625/1625]	Per Sample Total Time 0.00491	Per Sample Data Time 0.00115	Per Sample DNN Time 0.00376	Train Loss 6.4276	
   >> MPG: 0.036, MPC: 2.192, MPMHB: 2.274
Epoch: [60][725/1625]	Per Sample Total Time 0.00475	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00376	Train Loss 6.4305	
   >> MPG: 0.036, MPC: 2.246, MPMHB: 2.199
Epoch: [60][825/1625]	Per Sample Total Time 0.00463	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00375	Train Loss 6.5315	
   >> MPG: 0.036, MPC: 2.279, MPMHB: 2.249
---------------- step 96800 evaluation ----------------
masked acc train: 0.482070
nce loss train: 6.412658
masked acc eval: 0.480398
nce loss eval: 0.038216
# 122, step 96000-96800, lr: 2.441406e-07
# 122, step 96000-96800, training time: 231.388
---------------- evaluation finished ----------------
Epoch: [60][925/1625]	Per Sample Total Time 0.46627	Per Sample Data Time 0.46280	Per Sample DNN Time 0.00346	Train Loss 6.3351	
   >> MPG: 0.034, MPC: 2.359, MPMHB: 2.112
Epoch: [60][1025/1625]	Per Sample Total Time 0.00846	Per Sample Data Time 0.00477	Per Sample DNN Time 0.00369	Train Loss 6.3952	
   >> MPG: 0.037, MPC: 2.183, MPMHB: 2.191
Epoch: [60][1125/1625]	Per Sample Total Time 0.00619	Per Sample Data Time 0.00249	Per Sample DNN Time 0.00369	Train Loss 6.5586	
   >> MPG: 0.038, MPC: 2.177, MPMHB: 2.316
Epoch: [60][1225/1625]	Per Sample Total Time 0.00543	Per Sample Data Time 0.00173	Per Sample DNN Time 0.00370	Train Loss 6.5608	
   >> MPG: 0.038, MPC: 2.208, MPMHB: 2.254
Epoch: [60][1325/1625]	Per Sample Total Time 0.00503	Per Sample Data Time 0.00134	Per Sample DNN Time 0.00369	Train Loss 6.5858	
   >> MPG: 0.039, MPC: 2.166, MPMHB: 2.302
Epoch: [60][1425/1625]	Per Sample Total Time 0.00479	Per Sample Data Time 0.00111	Per Sample DNN Time 0.00367	Train Loss 6.2928	
   >> MPG: 0.035, MPC: 2.256, MPMHB: 2.111
Epoch: [60][1525/1625]	Per Sample Total Time 0.00463	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00367	Train Loss 6.3159	
   >> MPG: 0.035, MPC: 2.261, MPMHB: 2.142
2026-01-28 23:11:44.228573
Epoch: [61][0/1625]	Per Sample Total Time 0.00455	Per Sample Data Time 0.00090	Per Sample DNN Time 0.00366	Train Loss 6.4634	
   >> MPG: 0.036, MPC: 2.215, MPMHB: 2.242
---------------- step 97600 evaluation ----------------
masked acc train: 0.474453
nce loss train: 6.425879
masked acc eval: 0.480433
nce loss eval: 0.038074
# 123, step 96800-97600, lr: 1.220703e-07
# 123, step 96800-97600, training time: 55.849
---------------- evaluation finished ----------------
Epoch: [61][100/1625]	Per Sample Total Time 0.45640	Per Sample Data Time 0.45278	Per Sample DNN Time 0.00362	Train Loss 6.3564	
   >> MPG: 0.036, MPC: 2.189, MPMHB: 2.185
Epoch: [61][200/1625]	Per Sample Total Time 0.00835	Per Sample Data Time 0.00467	Per Sample DNN Time 0.00368	Train Loss 6.4038	
   >> MPG: 0.035, MPC: 2.295, MPMHB: 2.198
Epoch: [61][300/1625]	Per Sample Total Time 0.00613	Per Sample Data Time 0.00244	Per Sample DNN Time 0.00368	Train Loss 6.3787	
   >> MPG: 0.036, MPC: 2.204, MPMHB: 2.189
Epoch: [61][400/1625]	Per Sample Total Time 0.00538	Per Sample Data Time 0.00170	Per Sample DNN Time 0.00368	Train Loss 6.3653	
   >> MPG: 0.035, MPC: 2.255, MPMHB: 2.167
Epoch: [61][500/1625]	Per Sample Total Time 0.00501	Per Sample Data Time 0.00132	Per Sample DNN Time 0.00368	Train Loss 6.5176	
   >> MPG: 0.038, MPC: 2.155, MPMHB: 2.282
Epoch: [61][600/1625]	Per Sample Total Time 0.00478	Per Sample Data Time 0.00110	Per Sample DNN Time 0.00368	Train Loss 6.3695	
   >> MPG: 0.036, MPC: 2.130, MPMHB: 2.241
Epoch: [61][700/1625]	Per Sample Total Time 0.00462	Per Sample Data Time 0.00094	Per Sample DNN Time 0.00368	Train Loss 6.5592	
   >> MPG: 0.038, MPC: 2.212, MPMHB: 2.274
Epoch: [61][800/1625]	Per Sample Total Time 0.00451	Per Sample Data Time 0.00084	Per Sample DNN Time 0.00367	Train Loss 6.3729	
   >> MPG: 0.034, MPC: 2.388, MPMHB: 2.106
---------------- step 98400 evaluation ----------------
masked acc train: 0.495820
nce loss train: 6.461955
masked acc eval: 0.480529
nce loss eval: 0.038127
# 124, step 97600-98400, lr: 1.220703e-07
# 124, step 97600-98400, training time: 227.794
---------------- evaluation finished ----------------
Epoch: [61][900/1625]	Per Sample Total Time 0.47495	Per Sample Data Time 0.47135	Per Sample DNN Time 0.00360	Train Loss 6.4641	
   >> MPG: 0.036, MPC: 2.235, MPMHB: 2.229
Epoch: [61][1000/1625]	Per Sample Total Time 0.00869	Per Sample Data Time 0.00487	Per Sample DNN Time 0.00382	Train Loss 6.3338	
   >> MPG: 0.034, MPC: 2.348, MPMHB: 2.089
Epoch: [61][1100/1625]	Per Sample Total Time 0.00638	Per Sample Data Time 0.00255	Per Sample DNN Time 0.00383	Train Loss 6.3117	
   >> MPG: 0.036, MPC: 2.120, MPMHB: 2.215
Epoch: [61][1200/1625]	Per Sample Total Time 0.00560	Per Sample Data Time 0.00177	Per Sample DNN Time 0.00383	Train Loss 6.3760	
   >> MPG: 0.033, MPC: 2.354, MPMHB: 2.189
Epoch: [61][1300/1625]	Per Sample Total Time 0.00522	Per Sample Data Time 0.00138	Per Sample DNN Time 0.00384	Train Loss 6.3175	
   >> MPG: 0.036, MPC: 2.190, MPMHB: 2.164
Epoch: [61][1400/1625]	Per Sample Total Time 0.00498	Per Sample Data Time 0.00114	Per Sample DNN Time 0.00384	Train Loss 6.5772	
   >> MPG: 0.037, MPC: 2.293, MPMHB: 2.230
Epoch: [61][1500/1625]	Per Sample Total Time 0.00483	Per Sample Data Time 0.00099	Per Sample DNN Time 0.00384	Train Loss 6.3663	
   >> MPG: 0.034, MPC: 2.410, MPMHB: 2.089
Epoch: [61][1600/1625]	Per Sample Total Time 0.00471	Per Sample Data Time 0.00087	Per Sample DNN Time 0.00384	Train Loss 6.3599	
   >> MPG: 0.036, MPC: 2.243, MPMHB: 2.164
2026-01-28 23:19:34.840574
---------------- step 99200 evaluation ----------------
masked acc train: 0.462070
nce loss train: 6.652975
masked acc eval: 0.480415
nce loss eval: 0.038110
# 125, step 98400-99200, lr: 1.220703e-07
# 125, step 98400-99200, training time: 57.110
---------------- evaluation finished ----------------
Epoch: [62][75/1625]	Per Sample Total Time 0.48653	Per Sample Data Time 0.48291	Per Sample DNN Time 0.00361	Train Loss 6.5070	
   >> MPG: 0.036, MPC: 2.308, MPMHB: 2.211
Epoch: [62][175/1625]	Per Sample Total Time 0.00866	Per Sample Data Time 0.00497	Per Sample DNN Time 0.00369	Train Loss 6.2844	
   >> MPG: 0.034, MPC: 2.292, MPMHB: 2.139
Epoch: [62][275/1625]	Per Sample Total Time 0.00629	Per Sample Data Time 0.00259	Per Sample DNN Time 0.00370	Train Loss 6.4406	
   >> MPG: 0.037, MPC: 2.130, MPMHB: 2.291
Epoch: [62][375/1625]	Per Sample Total Time 0.00550	Per Sample Data Time 0.00180	Per Sample DNN Time 0.00371	Train Loss 6.4956	
   >> MPG: 0.037, MPC: 2.207, MPMHB: 2.244
Epoch: [62][475/1625]	Per Sample Total Time 0.00511	Per Sample Data Time 0.00140	Per Sample DNN Time 0.00371	Train Loss 6.5880	
   >> MPG: 0.038, MPC: 2.238, MPMHB: 2.239
Epoch: [62][575/1625]	Per Sample Total Time 0.00487	Per Sample Data Time 0.00116	Per Sample DNN Time 0.00371	Train Loss 6.4829	
   >> MPG: 0.036, MPC: 2.320, MPMHB: 2.209
Epoch: [62][675/1625]	Per Sample Total Time 0.00471	Per Sample Data Time 0.00100	Per Sample DNN Time 0.00371	Train Loss 6.2879	
   >> MPG: 0.035, MPC: 2.074, MPMHB: 2.296
Epoch: [62][775/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00088	Per Sample DNN Time 0.00371	Train Loss 6.4961	
   >> MPG: 0.035, MPC: 2.400, MPMHB: 2.166
---------------- step 100000 evaluation ----------------
masked acc train: 0.473437
nce loss train: 6.337420
masked acc eval: 0.480899
nce loss eval: 0.038100
# 126, step 99200-100000, lr: 6.103516e-08
# 126, step 99200-100000, training time: 230.146
---------------- evaluation finished ----------------
Epoch: [62][875/1625]	Per Sample Total Time 0.47747	Per Sample Data Time 0.47391	Per Sample DNN Time 0.00356	Train Loss 6.4188	
   >> MPG: 0.037, MPC: 2.120, MPMHB: 2.260
Epoch: [62][975/1625]	Per Sample Total Time 0.00858	Per Sample Data Time 0.00488	Per Sample DNN Time 0.00369	Train Loss 6.4677	
   >> MPG: 0.037, MPC: 2.095, MPMHB: 2.320
Epoch: [62][1075/1625]	Per Sample Total Time 0.00624	Per Sample Data Time 0.00255	Per Sample DNN Time 0.00369	Train Loss 6.4106	
   >> MPG: 0.035, MPC: 2.354, MPMHB: 2.138
Epoch: [62][1175/1625]	Per Sample Total Time 0.00546	Per Sample Data Time 0.00177	Per Sample DNN Time 0.00370	Train Loss 6.4626	
   >> MPG: 0.037, MPC: 2.203, MPMHB: 2.240
Epoch: [62][1275/1625]	Per Sample Total Time 0.00507	Per Sample Data Time 0.00137	Per Sample DNN Time 0.00369	Train Loss 6.5095	
   >> MPG: 0.037, MPC: 2.273, MPMHB: 2.206
Epoch: [62][1375/1625]	Per Sample Total Time 0.00484	Per Sample Data Time 0.00114	Per Sample DNN Time 0.00370	Train Loss 6.3490	
   >> MPG: 0.036, MPC: 2.182, MPMHB: 2.187
Epoch: [62][1475/1625]	Per Sample Total Time 0.00467	Per Sample Data Time 0.00098	Per Sample DNN Time 0.00369	Train Loss 6.3332	
   >> MPG: 0.035, MPC: 2.247, MPMHB: 2.138
Epoch: [62][1575/1625]	Per Sample Total Time 0.00455	Per Sample Data Time 0.00086	Per Sample DNN Time 0.00369	Train Loss 6.4230	
   >> MPG: 0.036, MPC: 2.198, MPMHB: 2.241
2026-01-28 23:27:27.970314
---------------- step 100800 evaluation ----------------
masked acc train: 0.456406
nce loss train: 6.402163
masked acc eval: 0.480931
nce loss eval: 0.038067
# 127, step 100000-100800, lr: 6.103516e-08
# 127, step 100000-100800, training time: 43.658
---------------- evaluation finished ----------------
Epoch: [63][50/1625]	Per Sample Total Time 0.45662	Per Sample Data Time 0.45294	Per Sample DNN Time 0.00367	Train Loss 6.4380	
   >> MPG: 0.035, MPC: 2.283, MPMHB: 2.214
Epoch: [63][150/1625]	Per Sample Total Time 0.00839	Per Sample Data Time 0.00468	Per Sample DNN Time 0.00371	Train Loss 6.3788	
   >> MPG: 0.036, MPC: 2.113, MPMHB: 2.271
Epoch: [63][250/1625]	Per Sample Total Time 0.00615	Per Sample Data Time 0.00245	Per Sample DNN Time 0.00371	Train Loss 6.5664	
   >> MPG: 0.038, MPC: 2.232, MPMHB: 2.266
Epoch: [63][350/1625]	Per Sample Total Time 0.00539	Per Sample Data Time 0.00170	Per Sample DNN Time 0.00369	Train Loss 6.5151	
   >> MPG: 0.037, MPC: 2.194, MPMHB: 2.262
Epoch: [63][450/1625]	Per Sample Total Time 0.00502	Per Sample Data Time 0.00132	Per Sample DNN Time 0.00369	Train Loss 6.4321	
   >> MPG: 0.035, MPC: 2.314, MPMHB: 2.183
Epoch: [63][550/1625]	Per Sample Total Time 0.00480	Per Sample Data Time 0.00110	Per Sample DNN Time 0.00370	Train Loss 6.2725	
   >> MPG: 0.034, MPC: 2.224, MPMHB: 2.164
Epoch: [63][650/1625]	Per Sample Total Time 0.00465	Per Sample Data Time 0.00095	Per Sample DNN Time 0.00370	Train Loss 6.5910	
   >> MPG: 0.038, MPC: 2.345, MPMHB: 2.176
Epoch: [63][750/1625]	Per Sample Total Time 0.00454	Per Sample Data Time 0.00084	Per Sample DNN Time 0.00370	Train Loss 6.3577	
   >> MPG: 0.037, MPC: 2.038, MPMHB: 2.275
---------------- step 101600 evaluation ----------------
masked acc train: 0.467344
nce loss train: 6.420387
masked acc eval: 0.480137
nce loss eval: 0.038065
# 128, step 100800-101600, lr: 6.103516e-08
# 128, step 100800-101600, training time: 231.674
---------------- evaluation finished ----------------
Epoch: [63][850/1625]	Per Sample Total Time 0.50894	Per Sample Data Time 0.50529	Per Sample DNN Time 0.00365	Train Loss 6.5198	
   >> MPG: 0.038, MPC: 2.107, MPMHB: 2.296
Epoch: [63][950/1625]	Per Sample Total Time 0.00885	Per Sample Data Time 0.00519	Per Sample DNN Time 0.00366	Train Loss 6.6728	
   >> MPG: 0.037, MPC: 2.427, MPMHB: 2.187
Epoch: [63][1050/1625]	Per Sample Total Time 0.00636	Per Sample Data Time 0.00270	Per Sample DNN Time 0.00366	Train Loss 6.4942	
   >> MPG: 0.035, MPC: 2.417, MPMHB: 2.139
Epoch: [63][1150/1625]	Per Sample Total Time 0.00555	Per Sample Data Time 0.00187	Per Sample DNN Time 0.00368	Train Loss 6.3754	
   >> MPG: 0.035, MPC: 2.252, MPMHB: 2.200
Epoch: [63][1250/1625]	Per Sample Total Time 0.00513	Per Sample Data Time 0.00145	Per Sample DNN Time 0.00368	Train Loss 6.2974	
   >> MPG: 0.034, MPC: 2.332, MPMHB: 2.101
Epoch: [63][1350/1625]	Per Sample Total Time 0.00488	Per Sample Data Time 0.00120	Per Sample DNN Time 0.00369	Train Loss 6.2885	
   >> MPG: 0.034, MPC: 2.355, MPMHB: 2.090
Epoch: [63][1450/1625]	Per Sample Total Time 0.00471	Per Sample Data Time 0.00103	Per Sample DNN Time 0.00368	Train Loss 6.4106	
   >> MPG: 0.034, MPC: 2.317, MPMHB: 2.206
Epoch: [63][1550/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00091	Per Sample DNN Time 0.00368	Train Loss 6.3068	
   >> MPG: 0.033, MPC: 2.440, MPMHB: 2.064
2026-01-28 23:35:15.242897
---------------- step 102400 evaluation ----------------
masked acc train: 0.494258
nce loss train: 6.385664
masked acc eval: 0.480835
nce loss eval: 0.038142
# 129, step 101600-102400, lr: 3.051758e-08
# 129, step 101600-102400, training time: 38.181
---------------- evaluation finished ----------------
Epoch: [64][25/1625]	Per Sample Total Time 0.46526	Per Sample Data Time 0.46157	Per Sample DNN Time 0.00370	Train Loss 6.2937	
   >> MPG: 0.035, MPC: 2.216, MPMHB: 2.167
Epoch: [64][125/1625]	Per Sample Total Time 0.00858	Per Sample Data Time 0.00477	Per Sample DNN Time 0.00381	Train Loss 6.5345	
   >> MPG: 0.036, MPC: 2.355, MPMHB: 2.203
Epoch: [64][225/1625]	Per Sample Total Time 0.00625	Per Sample Data Time 0.00249	Per Sample DNN Time 0.00376	Train Loss 6.3716	
   >> MPG: 0.036, MPC: 2.215, MPMHB: 2.197
Epoch: [64][325/1625]	Per Sample Total Time 0.00547	Per Sample Data Time 0.00173	Per Sample DNN Time 0.00375	Train Loss 6.5423	
   >> MPG: 0.037, MPC: 2.305, MPMHB: 2.222
Epoch: [64][425/1625]	Per Sample Total Time 0.00508	Per Sample Data Time 0.00135	Per Sample DNN Time 0.00373	Train Loss 6.4645	
   >> MPG: 0.036, MPC: 2.201, MPMHB: 2.257
Epoch: [64][525/1625]	Per Sample Total Time 0.00485	Per Sample Data Time 0.00112	Per Sample DNN Time 0.00373	Train Loss 6.5495	
   >> MPG: 0.037, MPC: 2.389, MPMHB: 2.153
Epoch: [64][625/1625]	Per Sample Total Time 0.00469	Per Sample Data Time 0.00096	Per Sample DNN Time 0.00373	Train Loss 6.4985	
   >> MPG: 0.037, MPC: 2.252, MPMHB: 2.211
Epoch: [64][725/1625]	Per Sample Total Time 0.00459	Per Sample Data Time 0.00085	Per Sample DNN Time 0.00373	Train Loss 6.4877	
   >> MPG: 0.035, MPC: 2.340, MPMHB: 2.215
---------------- step 103200 evaluation ----------------
masked acc train: 0.489609
nce loss train: 6.537323
masked acc eval: 0.480416
nce loss eval: 0.038125
# 130, step 102400-103200, lr: 3.051758e-08
# 130, step 102400-103200, training time: 231.204
---------------- evaluation finished ----------------
Epoch: [64][825/1625]	Per Sample Total Time 0.47596	Per Sample Data Time 0.47248	Per Sample DNN Time 0.00348	Train Loss 6.3699	
   >> MPG: 0.036, MPC: 2.187, MPMHB: 2.219
Epoch: [64][925/1625]	Per Sample Total Time 0.00858	Per Sample Data Time 0.00487	Per Sample DNN Time 0.00371	Train Loss 6.3795	
   >> MPG: 0.034, MPC: 2.342, MPMHB: 2.167
Epoch: [64][1025/1625]	Per Sample Total Time 0.00624	Per Sample Data Time 0.00254	Per Sample DNN Time 0.00370	Train Loss 6.4858	
   >> MPG: 0.037, MPC: 2.280, MPMHB: 2.190
Epoch: [64][1125/1625]	Per Sample Total Time 0.00547	Per Sample Data Time 0.00176	Per Sample DNN Time 0.00371	Train Loss 6.4898	
   >> MPG: 0.036, MPC: 2.315, MPMHB: 2.196
Epoch: [64][1225/1625]	Per Sample Total Time 0.00507	Per Sample Data Time 0.00137	Per Sample DNN Time 0.00370	Train Loss 6.4944	
   >> MPG: 0.037, MPC: 2.185, MPMHB: 2.273
Epoch: [64][1325/1625]	Per Sample Total Time 0.00482	Per Sample Data Time 0.00113	Per Sample DNN Time 0.00369	Train Loss 6.5878	
   >> MPG: 0.038, MPC: 2.149, MPMHB: 2.336
Epoch: [64][1425/1625]	Per Sample Total Time 0.00467	Per Sample Data Time 0.00098	Per Sample DNN Time 0.00369	Train Loss 6.4302	
   >> MPG: 0.038, MPC: 2.035, MPMHB: 2.312
Epoch: [64][1525/1625]	Per Sample Total Time 0.00456	Per Sample Data Time 0.00086	Per Sample DNN Time 0.00369	Train Loss 6.4902	
   >> MPG: 0.036, MPC: 2.256, MPMHB: 2.248
---------------- step 104000 evaluation ----------------
masked acc train: 0.437227
nce loss train: 6.363897
masked acc eval: 0.480648
nce loss eval: 0.038274
# 131, step 103200-104000, lr: 3.051758e-08
# 131, step 103200-104000, training time: 230.559
---------------- evaluation finished ----------------
2026-01-28 23:43:35.257672
Epoch: [65][0/1625]	Per Sample Total Time 0.03806	Per Sample Data Time 0.03362	Per Sample DNN Time 0.00445	Train Loss 6.2389	
   >> MPG: 0.035, MPC: 2.169, MPMHB: 2.167
Epoch: [65][100/1625]	Per Sample Total Time 0.00430	Per Sample Data Time 0.00053	Per Sample DNN Time 0.00377	Train Loss 6.3776	
   >> MPG: 0.035, MPC: 2.304, MPMHB: 2.141
Epoch: [65][200/1625]	Per Sample Total Time 0.00410	Per Sample Data Time 0.00036	Per Sample DNN Time 0.00374	Train Loss 6.3545	
   >> MPG: 0.035, MPC: 2.288, MPMHB: 2.117
Epoch: [65][300/1625]	Per Sample Total Time 0.00402	Per Sample Data Time 0.00031	Per Sample DNN Time 0.00372	Train Loss 6.5413	
   >> MPG: 0.036, MPC: 2.329, MPMHB: 2.253
Epoch: [65][400/1625]	Per Sample Total Time 0.00399	Per Sample Data Time 0.00028	Per Sample DNN Time 0.00371	Train Loss 6.4811	
   >> MPG: 0.037, MPC: 2.236, MPMHB: 2.211
Epoch: [65][500/1625]	Per Sample Total Time 0.00397	Per Sample Data Time 0.00026	Per Sample DNN Time 0.00372	Train Loss 6.4110	
   >> MPG: 0.035, MPC: 2.249, MPMHB: 2.211
Epoch: [65][600/1625]	Per Sample Total Time 0.00395	Per Sample Data Time 0.00025	Per Sample DNN Time 0.00371	Train Loss 6.6982	
   >> MPG: 0.039, MPC: 2.245, MPMHB: 2.320
Epoch: [65][700/1625]	Per Sample Total Time 0.00394	Per Sample Data Time 0.00024	Per Sample DNN Time 0.00370	Train Loss 6.5401	
   >> MPG: 0.037, MPC: 2.269, MPMHB: 2.222
---------------- step 104800 evaluation ----------------
masked acc train: 0.505195
nce loss train: 6.385550
masked acc eval: 0.480324
nce loss eval: 0.038059
# 132, step 104000-104800, lr: 1.525879e-08
# 132, step 104000-104800, training time: 235.601
---------------- evaluation finished ----------------
Epoch: [65][800/1625]	Per Sample Total Time 0.53890	Per Sample Data Time 0.53513	Per Sample DNN Time 0.00377	Train Loss 6.3742	
   >> MPG: 0.035, MPC: 2.280, MPMHB: 2.184
Epoch: [65][900/1625]	Per Sample Total Time 0.00914	Per Sample Data Time 0.00548	Per Sample DNN Time 0.00366	Train Loss 6.4042	
   >> MPG: 0.034, MPC: 2.366, MPMHB: 2.165
Epoch: [65][1000/1625]	Per Sample Total Time 0.00650	Per Sample Data Time 0.00285	Per Sample DNN Time 0.00365	Train Loss 6.5431	
   >> MPG: 0.037, MPC: 2.259, MPMHB: 2.225
Epoch: [65][1100/1625]	Per Sample Total Time 0.00560	Per Sample Data Time 0.00197	Per Sample DNN Time 0.00364	Train Loss 6.4231	
   >> MPG: 0.035, MPC: 2.359, MPMHB: 2.152
